,acousticness,danceability,energy,instrumentalness,loudness,tempo,liveness,valence,genre
0,0.496,0.825,0.74,4.67e-06,-10.357,121.195,0.0643,0.973,reggae
0,0.074,0.799,0.504,0.000609,-12.874,101.067,0.118,0.92,reggae
0,0.00441,0.559,0.764,0.0299,-7.058,143.319,0.0807,0.932,reggae
0,0.113,0.624,0.606,0.0,-11.368,121.411,0.261,0.947,reggae
0,0.17,0.615,0.917,0.00669,-7.318,104.879,0.287,0.766,reggae
0,0.592,0.539,0.807,0.0,-6.209,83.466,0.189,0.53,reggae
0,0.149,0.796,0.872,1.15e-05,-3.969,123.005,0.112,0.933,reggae
0,0.0137,0.641,0.796,0.000115,-8.56,123.229,0.358,0.727,reggae
0,0.0236,0.653,0.716,0.0,-6.376,80.981,0.166,0.928,reggae
0,0.242,0.374,0.445,0.00103,-13.024,166.117,0.17,0.23,reggae
0,0.438,0.704,0.816,0.00891,-7.121,131.577,0.354,0.83,reggae
0,0.0952,0.761,0.581,0.0,-13.548,111.808,0.14,0.891,reggae
0,0.0766,0.598,0.719,0.0,-4.306,68.01,0.346,0.373,reggae
0,0.366,0.623,0.529,0.0,-12.221,94.153,0.0554,0.57,reggae
0,0.233,0.654,0.567,0.0274,-8.766,78.788,0.357,0.956,reggae
0,0.0149,0.681,0.83,0.00376,-6.088,103.777,0.214,0.817,reggae
0,0.748,0.794,0.568,0.0,-9.159,116.062,0.144,0.873,reggae
0,0.143,0.67,0.637,0.0,-12.141,102.762,0.325,0.731,reggae
0,0.111,0.815,0.61,0.00368,-10.904,116.23,0.0639,0.953,reggae
0,0.155,0.303,0.543,6.72e-05,-7.958,186.017,0.117,0.541,reggae
0,0.0969,0.58,0.808,0.000316,-9.637,155.919,0.341,0.709,reggae
0,0.202,0.505,0.405,0.0,-9.308,89.086,0.106,0.12,reggae
0,0.0142,0.55,0.835,9.31e-05,-8.84,149.949,0.0409,0.552,reggae
0,0.73,0.278,0.259,0.0015,-13.566,61.602,0.251,0.134,reggae
0,0.0716,0.673,0.655,2.01e-06,-5.641,137.964,0.132,0.668,reggae
0,0.77,0.337,0.206,0.0,-10.969,169.772,0.109,0.319,reggae
0,0.112,0.737,0.555,0.00023,-10.423,137.912,0.0755,0.976,reggae
0,0.639,0.731,0.807,0.0,-5.521,123.986,0.271,0.963,reggae
0,0.52,0.658,0.611,0.0,-8.906,97.907,0.0631,0.632,reggae
0,0.618,0.868,0.468,0.000217,-9.83,98.939,0.133,0.643,reggae
0,0.56,0.644,0.511,0.0,-9.772,127.974,0.108,0.338,reggae
0,0.434,0.624,0.628,0.0,-9.846,108.102,0.179,0.783,reggae
0,0.28,0.364,0.894,0.0,-5.913,145.426,0.964,0.669,reggae
0,0.565,0.59,0.424,0.0,-9.446,73.998,0.116,0.236,reggae
0,0.0391,0.725,0.877,0.688,-9.118,118.01,0.375,0.961,reggae
0,0.402,0.585,0.631,0.000134,-10.009,87.021,0.201,0.697,reggae
0,0.536,0.362,0.611,0.0,-6.168,159.875,0.112,0.491,reggae
0,0.00611,0.55,0.876,4.44e-06,-3.934,120.014,0.0713,0.717,reggae
0,0.224,0.642,0.916,1.02e-05,-3.721,143.1,0.216,0.851,reggae
0,0.294,0.649,0.595,0.000455,-7.347,112.631,0.154,0.311,reggae
0,0.395,0.601,0.727,0.0,-5.494,173.958,0.0838,0.771,reggae
0,0.000906,0.295,0.984,9.46e-05,-4.089,199.957,0.0625,0.13,rock
0,0.000909,0.502,0.968,1.46e-06,-3.423,106.994,0.621,0.209,rock
0,0.00877,0.459,0.903,0.0,-4.649,76.185,0.168,0.364,rock
0,6.92e-05,0.426,0.946,7.04e-05,-3.089,174.052,0.331,0.433,rock
0,0.000285,0.53,0.988,0.0,-2.406,101.28,0.222,0.521,rock
0,0.000177,0.279,0.964,0.0769,-6.474,125.885,0.114,0.13,rock
0,0.00119,0.449,0.965,0.0,-3.259,165.96,0.105,0.268,rock
0,0.00958,0.5,0.833,0.0,-5.545,145.955,0.167,0.451,rock
0,0.0482,0.582,0.936,9.13e-06,-3.427,102.019,0.341,0.372,rock
0,0.000211,0.372,0.888,0.00442,-5.88,141.374,0.115,0.555,rock
0,0.255,0.58,0.488,2.63e-05,-10.585,131.998,0.108,0.13,rock
0,1.54e-05,0.309,0.97,1.57e-06,-3.734,179.837,0.29,0.291,rock
0,0.000262,0.657,0.823,0.801,-4.52,141.88,0.196,0.461,rock
0,0.000132,0.405,0.962,0.00132,-5.768,166.988,0.289,0.498,rock
0,0.0618,0.25,0.765,2.39e-06,-4.154,165.207,0.118,0.219,rock
0,0.00532,0.408,0.953,0.0,-3.883,177.94,0.338,0.291,rock
0,0.00393,0.615,0.858,0.0,-3.3,97.038,0.0789,0.323,rock
0,0.000641,0.558,0.793,2.93e-05,-6.861,75.999,0.731,0.457,rock
0,0.000954,0.546,0.934,2.53e-05,-2.993,129.967,0.193,0.633,rock
0,2.12e-05,0.386,0.977,0.241,-2.823,108.461,0.114,0.348,rock
0,0.057,0.561,0.828,0.0,-5.935,159.018,0.196,0.76,rock
0,0.000762,0.413,0.838,0.114,-6.183,120.304,0.305,0.132,rock
0,0.00114,0.478,0.972,0.000122,-4.157,100.05,0.354,0.245,rock
0,0.000372,0.389,0.885,0.000311,-5.063,164.989,0.202,0.187,rock
0,0.000143,0.251,0.949,0.00623,-7.901,167.971,0.0804,0.102,rock
0,0.000244,0.312,0.904,1.47e-05,-5.93,165.074,0.143,0.206,rock
0,0.00984,0.376,0.909,5.74e-05,-3.923,130.661,0.104,0.271,rock
0,0.000154,0.32,0.977,0.011,-4.481,175.231,0.0627,0.204,rock
0,0.0106,0.56,0.912,4.89e-06,-3.789,109.413,0.312,0.638,rock
0,3.52e-05,0.473,0.952,0.00681,-4.401,134.809,0.101,0.26,rock
0,4.58e-05,0.513,0.973,0.00326,-4.115,121.018,0.224,0.159,rock
0,0.0011,0.478,0.926,0.0,-4.728,92.994,0.447,0.312,rock
0,0.000184,0.423,0.988,0.0037,-2.514,114.526,0.324,0.1,rock
0,5.34e-05,0.46,0.968,0.0029,-5.429,130.007,0.133,0.262,rock
0,0.000443,0.452,0.961,1.15e-05,-3.085,162.036,0.44,0.547,rock
0,0.00144,0.586,0.85,0.0,-5.976,101.146,0.313,0.532,rock
0,0.00178,0.378,0.938,0.0,-5.692,150.164,0.124,0.202,rock
0,0.000513,0.5,0.927,0.00838,-4.007,109.02,0.181,0.26,rock
0,3.79e-05,0.416,0.933,0.00078,-4.156,159.96,0.283,0.44,rock
0,0.000368,0.281,0.952,0.0,-4.782,141.224,0.0944,0.453,rock
0,5.61e-05,0.539,0.985,0.0019,-2.044,118.007,0.388,0.403,rock
0,7.35e-05,0.362,0.997,8.04e-05,-4.151,76.48,0.33,0.187,rock
0,9.54e-05,0.458,0.944,0.0546,-6.674,160.144,0.365,0.528,rock
0,0.000242,0.559,0.942,0.0154,-5.388,137.96,0.327,0.732,rock
0,1.26e-05,0.202,0.983,0.0838,-5.633,135.1,0.111,0.157,rock
0,0.395,0.404,0.667,0.0,-6.624,150.046,0.0991,0.38,rock
0,0.00311,0.452,0.977,0.0,-3.283,167.939,0.377,0.295,rock
0,0.00225,0.357,0.829,0.0,-5.071,194.002,0.113,0.464,rock
0,0.000189,0.516,0.925,1.55e-06,-6.123,89.958,0.126,0.514,rock
0,0.00131,0.38,0.957,0.536,-4.576,180.013,0.346,0.466,rock
0,5.7e-05,0.376,0.982,5.41e-06,-3.779,148.926,0.16,0.15,rock
0,8.92e-05,0.537,0.972,0.00449,-4.115,105.019,0.256,0.236,rock
0,0.0013,0.568,0.931,0.0,-5.055,134.987,0.097,0.506,rock
0,1.41e-05,0.446,0.955,0.0468,-3.757,97.538,0.368,0.138,rock
0,1.05e-05,0.487,0.993,0.000587,-3.317,110.063,0.135,0.0791,rock
0,0.000304,0.352,0.967,0.0811,-4.326,177.407,0.356,0.271,rock
0,0.000203,0.531,0.981,0.197,-2.62,109.991,0.101,0.172,rock
0,0.000172,0.421,0.922,0.00176,-5.301,87.443,0.077,0.445,rock
0,0.00936,0.425,0.998,0.0,-0.871,194.818,0.344,0.131,rock
0,0.00165,0.483,0.957,0.000268,-5.019,143.876,0.101,0.195,rock
0,5.57e-05,0.544,0.976,0.0866,-5.215,115.004,0.098,0.18,rock
0,9.17e-05,0.467,0.98,0.0,-3.646,93.967,0.391,0.328,rock
0,0.025,0.448,0.772,0.0785,-6.35,145.029,0.155,0.149,rock
0,3.48e-05,0.399,0.968,5.08e-05,-2.719,93.144,0.325,0.149,rock
0,0.000876,0.223,0.95,0.421,-7.88,141.964,0.202,0.384,rock
0,0.00048,0.259,0.933,0.11,-6.167,145.777,0.399,0.0391,rock
0,0.000222,0.473,0.937,0.000135,-6.628,146.066,0.142,0.403,rock
0,0.000381,0.526,0.995,0.124,-0.616,110.025,0.0809,0.138,rock
0,0.0313,0.472,0.956,0.0,-4.505,149.941,0.166,0.0842,rock
0,1.08e-05,0.393,0.973,0.106,-3.559,174.964,0.234,0.229,rock
0,0.000782,0.545,0.945,0.0745,-5.92,99.964,0.123,0.347,rock
0,0.0057,0.517,0.971,3.75e-05,-5.189,135.004,0.325,0.363,rock
0,0.0014,0.485,0.968,8.19e-06,-4.864,91.973,0.23,0.269,rock
0,6.15e-05,0.448,0.963,0.000357,-4.748,109.971,0.0952,0.105,rock
0,8.3e-05,0.514,0.964,0.196,-6.78,97.492,0.137,0.404,rock
0,4.25e-05,0.517,0.967,0.849,-5.39,134.987,0.409,0.326,rock
0,0.000394,0.47,0.99,0.0,-2.851,102.542,0.0822,0.255,rock
0,0.000105,0.561,0.967,0.0268,-3.532,119.965,0.152,0.309,rock
0,1.93e-05,0.46,0.985,0.431,-3.602,95.002,0.629,0.152,rock
0,0.186,0.656,0.628,0.0314,-10.197,126.013,0.12,0.0841,rock
0,3.2e-05,0.193,0.996,2.53e-05,-4.4,145.053,0.44,0.26,rock
0,0.00318,0.41,0.712,0.28,-6.818,119.635,0.109,0.0511,rock
0,0.000179,0.487,0.958,0.0,-3.373,90.079,0.111,0.694,rock
0,0.000635,0.238,0.986,0.0,-3.675,112.991,0.335,0.0955,rock
0,0.000428,0.463,0.88,0.868,-4.372,92.126,0.203,0.29,rock
0,0.000985,0.373,0.963,0.0,-3.576,170.006,0.603,0.252,rock
0,4.05e-05,0.48,0.965,0.00753,-6.543,119.981,0.309,0.0494,rock
0,0.0145,0.546,0.977,0.0937,-4.503,127.971,0.366,0.4,rock
0,0.0127,0.544,0.918,1.62e-05,-7.161,130.04,0.0783,0.198,rock
0,9.47e-05,0.2,0.948,1.99e-06,-4.261,90.511,0.0651,0.254,rock
0,4.94e-05,0.49,0.991,0.000115,-3.917,101.978,0.316,0.142,rock
0,0.000246,0.259,0.94,0.715,-5.386,116.605,0.104,0.0365,rock
0,1.19e-05,0.225,0.978,0.00129,-3.506,199.941,0.398,0.12,rock
0,0.158,0.4,0.433,0.765,-13.354,124.468,0.0924,0.361,rock
0,0.000297,0.512,0.979,0.0,-3.704,119.977,0.137,0.343,rock
0,0.00168,0.514,0.994,0.0,-3.193,125.002,0.181,0.0644,rock
0,0.000649,0.339,0.963,0.0,-2.129,138.88,0.337,0.557,rock
0,1.31e-05,0.474,0.908,0.187,-5.248,160.078,0.628,0.344,rock
0,6.78e-06,0.52,0.95,0.0244,-3.912,125.016,0.287,0.346,rock
0,6.98e-05,0.568,0.921,0.000355,-5.006,115.011,0.339,0.469,rock
0,0.00131,0.208,0.787,0.0171,-6.763,170.626,0.0626,0.472,metal
0,0.000938,0.369,0.982,4.78e-05,-3.698,94.499,0.149,0.467,metal
0,0.00235,0.533,0.913,0.00131,-5.782,121.983,0.333,0.501,metal
0,4.84e-06,0.478,0.952,0.0248,-8.95,136.0,0.124,0.231,metal
0,0.453,0.303,0.471,0.0,-14.185,128.454,0.123,0.271,metal
0,0.00656,0.444,0.817,0.00297,-7.058,139.341,0.22,0.292,metal
0,0.000218,0.401,0.53,0.000299,-13.369,170.938,0.115,0.511,metal
0,4.04e-05,0.474,0.966,0.0664,-4.828,95.005,0.0764,0.215,metal
0,9.41e-05,0.351,0.991,0.00265,-2.424,115.999,0.268,0.183,metal
0,0.000417,0.362,0.956,0.000789,-5.223,125.992,0.0825,0.313,metal
0,0.000667,0.53,0.913,0.000702,-10.876,114.326,0.18,0.572,metal
0,0.000702,0.477,0.94,3.61e-05,-4.838,125.842,0.467,0.461,metal
0,0.000212,0.322,0.991,0.0,-3.951,148.309,0.0388,0.172,metal
0,0.0024,0.547,0.953,0.405,-4.287,133.048,0.132,0.688,metal
0,3.06e-05,0.532,0.875,0.0195,-5.773,132.015,0.199,0.671,metal
0,3.15e-05,0.418,0.954,0.377,-6.82,148.164,0.363,0.621,metal
0,0.00581,0.423,0.983,0.0418,-3.39,106.246,0.53,0.0437,metal
0,0.0105,0.348,0.917,0.611,-6.454,155.06,0.236,0.342,metal
0,6.29e-05,0.485,0.963,0.00129,-4.37,100.036,0.161,0.388,metal
0,0.000969,0.476,0.987,0.0078,-3.634,167.033,0.268,0.425,metal
0,0.00286,0.464,0.747,0.000109,-5.913,136.459,0.125,0.182,metal
0,0.00449,0.377,0.842,0.189,-5.059,143.349,0.0571,0.622,metal
0,3.8e-05,0.17,0.989,0.544,-3.333,94.465,0.0725,0.343,metal
0,8.23e-05,0.406,0.775,0.078,-7.152,90.082,0.0615,0.459,metal
0,0.00242,0.358,0.952,0.00846,-7.722,144.354,0.353,0.39,metal
0,1.47e-05,0.447,0.978,0.0158,-4.513,140.004,0.326,0.227,metal
0,0.0122,0.363,0.778,0.543,-8.785,153.233,0.167,0.521,metal
0,0.000304,0.433,0.885,0.695,-6.215,82.53,0.503,0.674,metal
0,0.000809,0.457,0.979,0.0512,-4.278,93.604,0.28,0.442,metal
0,0.00847,0.526,0.93,3e-05,-7.606,97.04,0.338,0.499,metal
0,2.24e-05,0.432,0.933,0.086,-6.463,141.972,0.0264,0.348,metal
0,0.002,0.405,0.906,2.78e-05,-4.571,75.538,0.118,0.324,metal
0,0.000305,0.359,0.933,0.000805,-9.549,143.158,0.153,0.218,metal
0,0.000367,0.179,0.974,0.000696,-6.035,149.509,0.284,0.172,metal
0,0.000323,0.48,0.857,0.00117,-5.984,98.037,0.118,0.371,metal
0,5.46e-06,0.384,0.954,0.159,-4.936,136.069,0.165,0.201,metal
0,0.00284,0.418,0.808,0.0992,-6.925,101.842,0.45,0.747,metal
0,0.0161,0.414,0.975,4.23e-05,-5.119,131.304,0.35,0.392,metal
0,0.00361,0.495,0.853,0.0,-2.394,129.794,0.101,0.703,metal
0,0.00268,0.15,0.863,0.00425,-5.145,185.664,0.099,0.321,metal
0,3.17e-05,0.457,0.916,0.269,-7.99,74.423,0.322,0.542,metal
0,1.42e-05,0.236,0.928,0.0368,-7.411,134.188,0.125,0.245,metal
0,0.000165,0.424,0.881,5.84e-05,-5.372,119.428,0.679,0.44,metal
0,5.12e-06,0.548,0.992,0.0337,-3.238,124.528,0.0592,0.256,metal
0,0.00138,0.442,0.744,0.651,-10.347,128.002,0.166,0.244,metal
0,0.112,0.456,0.591,0.0533,-10.114,135.192,0.188,0.486,metal
0,0.0014,0.626,0.721,0.00575,-6.35,116.414,0.203,0.493,metal
0,0.000102,0.263,0.758,0.0212,-4.205,139.881,0.096,0.178,metal
0,1.66e-06,0.272,0.995,0.0144,-2.053,135.067,0.0603,0.175,metal
0,0.00885,0.304,0.931,0.816,-6.026,126.545,0.356,0.0763,metal
0,3.67e-05,0.371,0.972,8.76e-05,-4.64,180.02,0.403,0.171,metal
0,8.07e-06,0.185,0.953,0.868,-5.396,113.957,0.471,0.138,metal
0,2.46e-05,0.448,0.99,0.0208,-3.044,148.067,0.209,0.314,metal
0,1.84e-06,0.441,0.969,0.764,-6.043,114.944,0.366,0.284,metal
0,9.45e-05,0.234,0.946,0.837,-5.437,128.038,0.0925,0.0622,metal
0,3.02e-06,0.471,0.992,0.000497,-2.987,90.0,0.104,0.113,metal
0,8.94e-05,0.406,0.963,0.000232,-5.626,147.932,0.26,0.46,metal
0,1.45e-05,0.225,0.988,0.774,-4.074,106.875,0.321,0.14,metal
0,7.95e-06,0.44,0.946,0.683,-8.358,159.938,0.17,0.244,metal
0,7.12e-06,0.424,0.971,0.0302,-7.376,146.016,0.214,0.322,metal
0,0.00113,0.409,0.976,0.131,-8.37,91.037,0.615,0.387,metal
0,0.000515,0.211,0.981,0.00431,-3.415,169.556,0.0833,0.101,metal
0,4.19e-05,0.27,0.966,9.46e-05,-3.989,115.027,0.655,0.299,metal
0,0.00767,0.332,0.965,0.907,-9.103,94.853,0.369,0.227,metal
0,2.02e-05,0.472,0.966,2.43e-05,-4.344,95.022,0.138,0.387,metal
0,6.47e-06,0.412,0.99,2.5e-06,-6.116,105.042,0.0793,0.154,metal
0,5.19e-05,0.481,0.964,0.000485,-4.211,145.043,0.0582,0.479,metal
0,2.07e-06,0.42,0.989,0.744,-4.677,107.478,0.268,0.464,metal
0,0.0188,0.308,0.693,3.57e-05,-7.533,115.136,0.0643,0.33,metal
0,5.52e-06,0.268,0.815,0.409,-4.72,122.036,0.515,0.305,metal
0,0.000141,0.225,0.934,0.661,-5.962,155.998,0.216,0.448,metal
0,0.000284,0.263,0.967,0.0034,-3.765,82.944,0.497,0.352,metal
0,0.000117,0.27,0.997,0.000481,-4.404,140.574,0.1,0.0397,metal
0,0.00014,0.273,0.931,0.376,-9.533,95.04,0.262,0.2,metal
0,0.000237,0.122,0.976,0.783,-4.921,156.902,0.126,0.153,metal
0,2.77e-05,0.229,0.995,0.0201,-5.749,150.16,0.114,0.144,metal
0,3.15e-05,0.308,0.942,0.000165,-10.233,152.961,0.52,0.258,metal
0,1.39e-06,0.358,0.988,0.832,-4.868,160.041,0.0938,0.136,metal
0,0.0023,0.212,0.775,0.218,-5.665,131.368,0.193,0.224,metal
0,1.39e-05,0.525,0.961,0.117,-4.516,130.004,0.333,0.52,metal
0,2.57e-06,0.443,0.912,0.962,-6.945,126.948,0.435,0.155,metal
0,1.84e-05,0.425,0.946,0.533,-5.509,87.589,0.189,0.438,metal
0,0.0001,0.433,0.981,0.0489,-3.862,103.022,0.122,0.096,metal
0,1.6e-05,0.486,0.985,0.00153,-4.86,97.008,0.244,0.337,metal
0,0.000181,0.171,0.971,0.0593,-4.039,105.154,0.0896,0.0639,metal
0,8.41e-06,0.477,0.995,0.00146,-4.329,154.982,0.224,0.259,metal
0,0.000263,0.536,0.981,0.0378,-7.1,109.527,0.251,0.227,metal
0,2.6e-05,0.49,0.885,0.938,-6.797,130.019,0.454,0.784,metal
0,6.07e-05,0.388,0.929,0.336,-5.485,101.412,0.127,0.477,metal
0,2.54e-06,0.385,0.918,0.621,-6.566,74.968,0.14,0.19,metal
0,4.16e-05,0.154,0.978,0.821,-4.724,103.55,0.853,0.137,metal
0,4.97e-06,0.391,0.67,0.75,-7.096,134.89,0.0563,0.106,metal
0,1.94e-05,0.182,0.962,0.0102,-5.271,168.042,0.157,0.214,metal
0,0.113,0.462,0.492,0.00101,-10.355,118.97,0.13,0.422,metal
0,0.265,0.292,0.489,0.789,-8.165,65.741,0.25,0.0399,metal
0,0.00276,0.215,0.688,0.797,-10.244,167.085,0.122,0.0565,metal
0,0.00694,0.256,0.418,0.852,-10.764,174.07,0.121,0.0388,metal
0,0.198,0.152,0.0494,0.867,-10.617,82.826,0.0634,0.0336,metal
0,0.000118,0.294,0.807,0.847,-4.42,75.15,0.0858,0.384,metal
0,3.48e-06,0.303,0.868,0.841,-7.268,128.041,0.241,0.466,metal
0,0.156,0.82,0.464,0.0,-8.45,109.374,0.101,0.872,pop
0,0.0276,0.722,0.858,1.84e-05,-8.009,127.512,0.311,0.925,pop
0,0.0659,0.435,0.421,2.16e-06,-10.088,177.417,0.189,0.387,pop
0,0.216,0.308,0.853,0.00155,-4.427,199.364,0.154,0.591,pop
0,0.604,0.462,0.633,0.0,-8.206,138.989,0.0809,0.392,pop
0,0.289,0.818,0.768,4.73e-06,-6.975,121.562,0.107,0.922,pop
0,0.302,0.668,0.685,0.0,-6.533,125.475,0.137,0.903,pop
0,0.583,0.558,0.464,0.000133,-8.488,171.762,0.159,0.559,pop
0,0.0312,0.715,0.681,1.67e-05,-13.056,104.862,0.207,0.921,pop
0,0.48,0.743,0.642,8.34e-06,-11.897,103.858,0.212,0.906,pop
0,0.549,0.728,0.527,0.000122,-8.223,90.223,0.092,0.495,pop
0,0.0297,0.707,0.583,0.0,-13.189,123.3,0.124,0.85,pop
0,0.185,0.702,0.803,0.0,-9.129,108.499,0.562,0.882,pop
0,0.161,0.842,0.697,0.000101,-13.796,134.533,0.583,0.916,pop
0,0.074,0.692,0.79,0.711,-14.065,128.13,0.101,0.96,pop
0,0.185,0.722,0.538,0.000219,-11.163,96.418,0.266,0.682,pop
0,0.358,0.507,0.627,0.00167,-9.439,101.023,0.0434,0.95,pop
0,0.00637,0.651,0.952,0.119,-6.214,127.036,0.323,0.934,pop
0,0.00463,0.89,0.617,0.00385,-12.096,121.126,0.0291,0.97,pop
0,0.794,0.393,0.248,1.88e-06,-10.942,80.755,0.0953,0.203,pop
0,0.621,0.509,0.317,5.28e-05,-16.063,131.783,0.0878,0.247,pop
0,0.081,0.253,0.416,6.72e-06,-12.895,90.793,0.131,0.543,pop
0,0.815,0.337,0.171,0.000238,-12.479,124.688,0.0984,0.267,pop
0,0.185,0.58,0.582,0.00417,-13.034,92.01,0.335,0.497,pop
0,0.223,0.401,0.531,1.51e-05,-6.991,130.651,0.149,0.173,pop
0,0.34,0.52,0.652,5.49e-05,-6.655,80.609,0.256,0.722,pop
0,0.306,0.226,0.593,5.5e-05,-9.05,174.791,0.129,0.552,pop
0,0.454,0.355,0.615,0.0,-7.21,137.19,0.0477,0.603,pop
0,0.0014,0.746,0.703,0.00414,-7.853,111.569,0.066,0.733,pop
0,0.747,0.402,0.301,1.44e-05,-10.613,65.882,0.166,0.465,pop
0,0.953,0.428,0.244,0.000144,-15.447,100.495,0.102,0.39,pop
0,0.711,0.49,0.321,2.15e-06,-13.283,121.377,0.0372,0.229,pop
0,0.197,0.373,0.442,0.0,-10.725,82.328,0.285,0.499,pop
0,0.806,0.379,0.343,0.0,-12.993,184.301,0.0991,0.694,pop
0,0.872,0.472,0.373,0.206,-12.98,135.193,0.147,0.459,pop
0,0.0254,0.557,0.791,0.000264,-7.201,122.34,0.0605,0.895,pop
0,0.331,0.585,0.399,1.69e-05,-12.972,109.537,0.141,0.364,pop
0,0.248,0.469,0.278,0.000126,-16.311,169.735,0.133,0.331,pop
0,0.00861,0.215,0.459,0.00934,-13.406,50.732,0.0619,0.443,pop
0,0.135,0.643,0.568,0.0,-9.903,95.169,0.195,0.434,pop
0,0.367,0.64,0.406,0.0,-11.129,128.026,0.0865,0.233,pop
0,0.28,0.758,0.669,7.49e-05,-9.501,125.263,0.5,0.831,pop
0,0.0266,0.605,0.881,3.28e-06,-4.891,117.178,0.81,0.965,pop
0,0.184,0.62,0.556,0.0,-12.044,119.172,0.301,0.592,pop
0,0.613,0.506,0.279,0.00604,-13.048,81.651,0.0764,0.449,pop
0,0.0368,0.454,0.6,3.74e-06,-6.324,83.364,0.23,0.478,pop
0,0.541,0.221,0.264,0.0,-17.533,83.128,0.148,0.169,pop
0,0.124,0.626,0.565,0.0,-10.027,116.61,0.0811,0.924,pop
0,0.418,0.308,0.464,2.49e-06,-9.032,103.734,0.143,0.318,pop
0,0.532,0.424,0.443,0.000389,-13.45,131.675,0.673,0.391,pop
0,0.657,0.401,0.285,1.13e-05,-11.005,130.465,0.158,0.267,pop
0,0.151,0.36,0.298,2.72e-06,-10.468,79.55,0.34,0.266,pop
0,0.871,0.304,0.305,0.00368,-10.879,146.066,0.367,0.464,pop
0,0.114,0.677,0.509,0.0134,-7.472,93.042,0.0659,0.525,pop
0,0.359,0.349,0.344,0.000129,-13.206,142.441,0.603,0.228,pop
0,0.803,0.482,0.211,1.36e-05,-14.518,116.902,0.154,0.158,pop
0,0.932,0.335,0.303,0.0271,-10.943,114.224,0.0907,0.186,pop
0,0.559,0.604,0.384,0.000129,-14.49,139.009,0.0924,0.227,pop
0,0.878,0.16,0.123,2.24e-05,-18.111,67.006,0.157,0.239,pop
0,0.492,0.638,0.352,0.0,-9.266,94.173,0.105,0.204,pop
0,0.953,0.624,0.158,0.00135,-13.059,85.492,0.112,0.303,pop
0,0.431,0.493,0.339,0.00115,-14.067,114.129,0.115,0.642,pop
0,0.473,0.538,0.536,0.0,-10.36,119.31,0.18,0.54,pop
0,0.498,0.523,0.366,0.0,-14.069,142.814,0.094,0.291,pop
0,0.252,0.764,0.567,0.0,-13.361,108.805,0.104,0.79,pop
0,0.58,0.707,0.514,0.000159,-8.885,86.035,0.0953,0.524,pop
0,0.537,0.73,0.752,4.82e-06,-6.938,124.304,0.549,0.638,pop
0,0.0103,0.711,0.731,8.66e-05,-5.396,133.01,0.32,0.541,pop
0,0.207,0.709,0.824,0.000307,-8.824,118.814,0.0888,0.867,pop
0,0.0643,0.723,0.969,0.0,-4.516,126.653,0.115,0.728,pop
0,0.332,0.536,0.846,0.0,-4.661,154.744,0.047,0.79,pop
0,0.195,0.513,0.662,0.0,-6.058,134.128,0.101,0.261,pop
0,0.494,0.555,0.5,1.28e-06,-9.095,84.296,0.198,0.385,pop
0,0.0114,0.602,0.791,3.74e-06,-6.967,167.201,0.173,0.784,pop
0,0.631,0.75,0.76,0.0,-3.583,141.043,0.0724,0.788,pop
0,0.727,0.615,0.57,0.0,-6.564,111.927,0.0784,0.346,pop
0,0.129,0.55,0.78,1.85e-06,-5.55,117.654,0.132,0.794,pop
0,0.457,0.764,0.626,6.35e-06,-8.274,118.34,0.201,0.961,pop
0,0.115,0.75,0.897,0.00218,-4.487,115.943,0.355,0.61,pop
0,0.257,0.808,0.476,0.0138,-11.047,125.772,0.106,0.72,pop
0,0.281,0.758,0.612,0.00288,-11.403,106.945,0.0954,0.822,pop
0,0.0291,0.54,0.707,1.24e-06,-5.541,118.875,0.368,0.494,pop
0,0.201,0.832,0.544,0.000139,-12.697,119.49,0.632,0.928,pop
0,0.358,0.543,0.87,0.000939,-6.514,100.804,0.792,0.754,pop
0,0.113,0.734,0.45,1.13e-05,-13.92,127.46,0.296,0.595,pop
0,0.0962,0.59,0.868,0.000322,-5.832,184.348,0.442,0.798,pop
0,0.35,0.926,0.916,6.17e-06,-2.221,110.007,0.0234,0.904,pop
0,0.53,0.756,0.789,0.000711,-7.002,127.987,0.157,0.873,pop
0,0.295,0.749,0.748,0.000443,-7.011,137.547,0.469,0.827,pop
0,0.283,0.542,0.869,6.81e-05,-5.218,125.101,0.239,0.69,pop
0,0.0254,0.548,0.953,2.09e-06,-3.369,99.984,0.158,0.5,pop
0,0.0906,0.645,0.855,0.0,-5.63,147.007,0.114,0.649,pop
0,0.333,0.742,0.883,7.51e-06,-3.419,136.506,0.0964,0.978,pop
0,0.00799,0.644,0.566,1.34e-06,-8.941,122.501,0.187,0.459,pop
0,0.42,0.46,0.505,0.0,-5.487,135.757,0.134,0.22,pop
0,0.0663,0.644,0.619,0.000494,-14.015,119.616,0.107,0.679,pop
0,0.309,0.474,0.804,1.81e-06,-7.763,140.507,0.552,0.757,pop
0,0.141,0.743,0.846,1.28e-06,-4.602,138.048,0.394,0.775,pop
0,0.0149,0.681,0.83,0.00376,-6.088,103.777,0.214,0.817,pop
0,0.0263,0.585,0.911,0.0,-4.623,163.933,0.112,0.781,pop
0,0.0108,0.499,0.366,0.00208,-9.566,144.563,0.0851,0.418,blues
0,0.0883,0.524,0.486,0.835,-7.531,131.63,0.0964,0.601,blues
0,0.794,0.501,0.446,0.000711,-8.673,175.251,0.0978,0.356,blues
